SORTED_TIME, Number of elements in sorted arrays, Time in ms
0, 100.0, 0.0380260030756326
1, 600.0, 2.5547723107288878
2, 1100.0, 10.719918422841605
3, 1600.0, 20.022465928449744
4, 2100.0, 34.02066722618548
5, 2600.0, 53.220763233483794
6, 3100.0, 80.47568559486186
